timestamp,dwsim_temperature,sht20_temperature,sht20_humidity,pump_calculated_status,exhaust_fan_status
2025-11-27T08:13:23.279000,27.0,26.35,48.260000000000005,1,0
2025-11-27T08:13:33.303000,27.0,26.333333333333332,48.23333333333334,1,0
2025-11-27T08:13:43.328000,27.0,26.325,48.228750000000005,1,0
2025-11-27T08:13:53.357000,27.0,26.3,48.21600000000001,1,0
2025-11-27T08:14:03.383000,27.0,26.3,48.216363636363646,1,0
2025-11-27T08:14:13.413000,27.0,26.2,48.06,1,0
2025-11-27T08:14:23.443000,27.0,26.2,48.02,1,0
2025-11-27T08:14:33.478000,27.0,26.166666666666668,48.01666666666667,1,0
2025-11-27T08:14:43.502000,27.0,26.15,48.0025,1,0
2025-11-27T08:14:53.529000,27.0,26.139999999999997,48.041999999999994,1,0
2025-11-27T08:15:03.564000,27.0,26.116666666666664,48.04666666666666,1,0
2025-11-27T08:15:13.593000,27.0,26.0,47.825,1,0
2025-11-27T08:15:23.623000,27.0,25.95,47.870000000000005,1,0
2025-11-27T08:15:33.647000,27.0,25.933333333333334,47.84166666666667,1,0
2025-11-27T08:15:43.674000,27.0,25.933333333333334,47.84142857142857,1,0
2025-11-27T08:15:53.700000,27.0,25.924999999999997,47.870000000000005,1,0
2025-11-27T08:16:03.730000,27.0,25.9,47.8909090909091,1,0
2025-11-27T08:16:13.758000,27.0,25.8,47.845,1,0
2025-11-27T08:16:23.782000,27.0,25.8,47.832499999999996,1,0
2025-11-27T08:16:33.812000,27.0,25.8,47.893333333333324,1,0
2025-11-27T08:16:43.843000,27.0,25.775000000000002,47.943749999999994,1,0
2025-11-27T08:16:53.871000,27.0,25.76,47.979,1,0
2025-11-27T08:17:03.900000,27.0,25.6,47.9,1,0
2025-11-27T08:17:13.930000,27.0,25.6,47.9,1,0
2025-11-27T08:17:23.962000,27.0,25.6,47.9,1,0
2025-11-27T08:17:34.205000,27.0,25.600000000000005,47.98333333333333,1,0
2025-11-27T08:17:44.019000,27.0,25.575000000000003,48.0225,1,0
2025-11-27T08:17:54.047000,27.0,25.560000000000002,48.01,1,0
2025-11-27T08:18:04.429000,27.0,25.55,48.017500000000005,1,0
2025-11-27T08:18:14.106000,27.0,25.5,47.96,1,0
2025-11-27T08:18:24.133000,27.0,25.45,47.945,1,0
2025-11-27T08:18:34.177000,27.0,25.433333333333334,47.98833333333334,1,0
2025-11-27T08:18:44.223000,27.0,25.4,48.002500000000005,1,0
2025-11-27T08:18:54.255000,27.0,25.38,47.992000000000004,1,0
2025-11-27T08:19:04.278000,27.0,25.3,48.5,1,0
2025-11-27T08:19:14.310000,27.0,25.3,48.5,1,0
2025-11-27T08:19:24.333000,27.0,25.3,48.475,1,0
2025-11-27T08:19:34.369000,27.0,25.266666666666666,48.48,1,0
2025-11-27T08:19:44.392000,26.333333333333332,25.25,48.445,1,0
2025-11-27T08:19:54.420000,26.333333333333332,25.240000000000002,48.421,1,0
2025-11-27T08:20:04.457000,26.0,25.233333333333334,48.39416666666667,1,0
2025-11-27T08:20:14.490000,25.0,25.1,48.245000000000005,1,1
2025-11-27T08:20:24.526000,25.0,25.1,48.21,1,1
2025-11-27T08:20:34.556000,25.0,25.100000000000005,48.19166666666667,1,1
2025-11-27T08:20:44.581000,25.0,25.1,48.2175,1,1
2025-11-27T08:20:54.618000,25.0,25.1,48.21777777777778,1,1
2025-11-27T08:21:04.661000,25.0,25.080000000000002,48.24363636363637,1,1
2025-11-27T08:21:14.689000,25.0,25.0,48.32,1,0
2025-11-27T08:21:24.723000,25.0,25.0,48.315,1,0
2025-11-27T08:21:34.756000,25.0,25.0,48.294999999999995,1,0
2025-11-27T08:21:44.781000,25.0,24.975,48.2575,1,0
2025-11-27T08:21:54.813000,25.0,24.96,48.262,1,0
2025-11-27T08:22:04.838000,25.0,24.9,48.3,1,0
2025-11-27T08:22:14.867000,25.0,24.9,48.29999999999999,1,0
2025-11-27T08:22:24.893000,25.0,24.899999999999995,48.279999999999994,1,0
2025-11-27T08:22:34.923000,25.0,24.9,48.26857142857142,1,0
2025-11-27T08:22:44.956000,25.0,24.9,48.26874999999999,1,0
2025-11-27T08:22:54.984000,25.0,24.88,48.221999999999994,1,0
2025-11-27T08:23:05.013000,25.0,24.88333333333333,48.22,1,0
2025-11-27T08:23:15.049000,25.0,24.8,48.36,1,0
2025-11-27T08:23:25.086000,25.0,24.8,48.245,1,0
2025-11-27T08:23:35.113000,25.0,24.8,48.153333333333336,1,0
2025-11-27T08:23:45.142000,25.0,24.8,48.10875,1,0
2025-11-27T08:23:55.177000,25.0,24.8,48.128,1,0
2025-11-27T08:24:05.264000,25.0,24.7,48.0,1,0
2025-11-27T08:24:15.293000,25.0,24.7,47.9,1,0
2025-11-27T08:24:25.367000,25.0,24.7,47.9,1,0
2025-11-27T08:24:35.399000,25.0,24.7,47.9,1,0
2025-11-27T08:24:45.428000,25.0,24.7,47.925,1,0
2025-11-27T08:24:55.457000,25.0,24.7,47.952,1,0
2025-11-27T08:25:05.703000,25.0,24.7,47.95583333333334,1,0
2025-11-27T08:25:16.038000,25.0,24.7,47.93,1,0
2025-11-27T08:25:26.414000,25.0,24.7,47.9225,1,0
2025-11-27T08:29:42.034000,25.0,24.7,47.922000000000004,1,0
2025-11-27T08:29:51.641000,25.0,24.4,47.31,1,0
2025-11-27T08:30:01.869000,25.0,24.4,47.1325,1,0
2025-11-27T08:30:12.014000,25.0,24.4,46.965,1,0
2025-11-27T08:30:42.901000,25.0,24.4,46.965,1,0
2025-11-27T08:30:43.309000,25.0,24.4,46.855000000000004,1,0
2025-11-27T08:30:51.984000,25.0,24.4,46.82000000000001,1,0
2025-11-27T08:31:02.052000,25.0,24.4,46.82000000000001,1,0
2025-11-27T08:31:12.133000,25.0,24.4,46.66,1,0
2025-11-27T08:31:22.181000,25.0,24.4,46.56999999999999,1,0
2025-11-27T08:31:32.213000,25.0,24.399999999999995,46.508333333333326,1,0
2025-11-27T08:31:42.295000,25.0,24.4,46.482499999999995,1,0
2025-11-27T08:31:52.208000,25.0,24.38,46.494,1,0
2025-11-27T08:32:02.226000,25.0,24.38333333333333,46.4775,1,0
2025-11-27T08:32:12.243000,25.0,24.3,46.54,1,0
2025-11-27T08:32:22.266000,25.0,24.3,46.43,1,0
2025-11-27T08:32:32.284000,25.0,24.3,46.49166666666667,1,0
2025-11-27T08:32:42.306000,25.0,24.3,46.49142857142857,1,0
2025-11-27T08:32:52.330000,25.0,24.3,46.47,1,0
2025-11-27T08:33:02.359000,25.0,24.3,46.48181818181819,1,0
2025-11-27T08:33:12.395000,25.0,24.3,46.44,1,0
2025-11-27T08:33:22.444000,25.0,24.3,46.43,1,0
2025-11-27T08:33:32.483000,24.666666666666668,24.3,46.375,1,0
2025-11-27T08:33:42.516000,24.666666666666668,24.3,46.35375,1,0
2025-11-27T08:33:52.545000,24.5,24.3,46.348,1,0
2025-11-27T08:34:02.577000,24.0,24.3,46.3525,1,1
2025-11-27T08:34:12.606000,24.0,24.3,46.325,1,1
2025-11-27T08:34:22.682000,24.0,24.3,46.32000000000001,1,1
2025-11-27T08:34:32.657000,24.0,24.3,46.32000000000001,1,1
2025-11-27T08:34:42.683000,24.0,24.3,46.33142857142857,1,1
2025-11-27T08:34:52.716000,24.0,24.3,46.28333333333333,1,1
2025-11-27T08:35:02.742000,24.0,24.3,46.25727272727272,1,1
2025-11-27T08:35:12.773000,24.0,24.3,46.28,1,1
2025-11-27T08:35:22.797000,24.0,24.3,46.135000000000005,1,1
2025-11-27T08:35:32.818000,24.0,24.266666666666666,46.06333333333333,1,1
2025-11-27T08:35:42.849000,24.0,24.25,46.055,1,1
2025-11-27T08:35:52.875000,24.0,24.240000000000002,46.079,1,1
